source,destination,risk,s_name,d_name,s_latt,s_long,d_latt,d_long,s_country,d_country
6069,8465,3.849076448072676e-06,Zhenjiang,Rongcheng,32.2167,119.4072,37.15,122.4,CHN,CHN
6069,8637,3.818423707022525e-06,Zhenjiang,Humen,32.2167,119.4072,22.8,113.6667,CHN,CHN
6069,2508,3.6982162960611963e-06,Zhenjiang,Donghae,32.2167,119.4072,37.5136,129.1203,CHN,KOR
6069,4842,3.6468045518620573e-06,Zhenjiang,Dandong,32.2167,119.4072,40.1333,124.4,CHN,CHN
6069,3762,3.5437940167940186e-06,Zhenjiang,Susaki,32.2167,119.4072,33.3833,133.3,CHN,JPN
6069,2415,3.4997615031071058e-06,Zhenjiang,Kinuura,32.2167,119.4072,34.8698,136.9389,CHN,JPN
6069,8219,3.443711765209481e-06,Zhenjiang,Qianwan,32.2167,119.4072,35.9833,120.1833,CHN,CHN
6069,1385,3.0910786336671005e-06,Zhenjiang,Minamata,32.2167,119.4072,32.2167,130.3333,CHN,JPN
6069,3279,3.0898194120077793e-06,Zhenjiang,Tsukumi,32.2167,119.4072,33.0894,131.8536,CHN,JPN
6069,3489,2.4196180118979446e-06,Zhenjiang,Wakayama,32.2167,119.4072,34.2,135.1333,CHN,JPN
6069,3283,2.0839959564099873e-06,Zhenjiang,Lanshan,32.2167,119.4072,35.0833,119.35,CHN,CHN
6069,925,2.0652398028046532e-06,Zhenjiang,Saganoseki,32.2167,119.4072,33.2497,131.8631,CHN,JPN
6069,2994,1.9424479355029357e-06,Zhenjiang,Tokuyama,32.2167,119.4072,34,131.8,CHN,JPN
6069,3464,1.9317826508606e-06,Zhenjiang,Gladstone,32.2167,119.4072,-23.84,151.2678,CHN,AUS
6069,7584,1.799860763521856e-06,Zhenjiang,Rizhao,32.2167,119.4072,35.3795,119.5439,CHN,CHN
6069,450,1.7917492603303586e-06,Zhenjiang,Bundaberg,32.2167,119.4072,-24.8067,152.4003,CHN,AUS
6069,3083,1.7547867195513493e-06,Zhenjiang,Fukuyama,32.2167,119.4072,34.4561,133.4369,CHN,JPN
6069,1425,1.7215094463305638e-06,Zhenjiang,Kakogawa,32.2167,119.4072,34.7,134.8333,CHN,JPN
6069,808,1.5717800375349708e-06,Zhenjiang,Naoetsu,32.2167,119.4072,37.1833,138.25,CHN,JPN
6069,7606,1.4750893670918302e-06,Zhenjiang,Tauranga,32.2167,119.4072,-37.65,176.1667,CHN,NZL
6069,7597,1.4462585198567944e-06,Zhenjiang,Long Beach,32.2167,119.4072,33.7664,-118.2108,CHN,USA
6069,1483,1.2810492526025158e-06,Zhenjiang,Mizushima,32.2167,119.4072,34.4864,133.7325,CHN,JPN
6069,2549,1.184240337340752e-06,Zhenjiang,Qingdao,32.2167,119.4072,36.0897,120.325,CHN,CHN
6069,2375,9.061981465492876e-07,Zhenjiang,Guangzhou,32.2167,119.4072,23.1,113.2333,CHN,CHN
6069,8106,8.533842176535946e-07,Zhenjiang,Higashi-Harima,32.2167,119.4072,34.7158,134.8625,CHN,JPN
6069,8639,7.898260871547649e-07,Zhenjiang,Laizhou,32.2167,119.4072,37.3908,119.9553,CHN,CHN
6069,1070,7.325444596724128e-07,Zhenjiang,Ube,32.2167,119.4072,33.9514,131.2464,CHN,JPN
6069,1872,7.307174595542111e-07,Zhenjiang,Yokkaichi,32.2167,119.4072,34.9644,136.6383,CHN,JPN
6069,5775,6.82510286012357e-07,Zhenjiang,Pohang,32.2167,119.4072,36.0064,129.41,CHN,KOR
6069,311,6.0336114148836e-07,Zhenjiang,Vancouver(CAN),32.2167,119.4072,49.2847,-123.1119,CHN,CAN
6069,6406,5.961948903443089e-07,Zhenjiang,Bayuquan,32.2167,119.4072,40.2889,122.0991,CHN,CHN
6069,3832,5.762414578286755e-07,Zhenjiang,Nagoya,32.2167,119.4072,35.0344,136.8703,CHN,JPN
6069,6071,5.648074015881356e-07,Zhenjiang,Onsan,32.2167,119.4072,35.4458,129.3569,CHN,KOR
6069,3974,5.555103430055947e-07,Zhenjiang,Yantai,32.2167,119.4072,37.5644,121.3703,CHN,CHN
6069,5588,5.27246063807757e-07,Zhenjiang,Astoria,32.2167,119.4072,46.1833,-123.8333,CHN,USA
6069,8308,5.205119043154879e-07,Zhenjiang,Penglai,32.2167,119.4072,37.8167,120.7167,CHN,CHN
6069,8517,4.816529792193369e-07,Zhenjiang,Shanhaiguan,32.2167,119.4072,39.9864,119.8292,CHN,CHN
6069,8162,4.7108369709706677e-07,Zhenjiang,Westport(WA USA),32.2167,119.4072,46.8833,-124.1,CHN,USA
6069,3988,4.341458571228766e-07,Zhenjiang,Quanzhou,32.2167,119.4072,24.9,118.5833,CHN,CHN
6069,1846,4.1274605086297777e-07,Zhenjiang,Geraldton,32.2167,119.4072,-28.7786,114.5897,CHN,AUS
6069,3824,3.880832108712308e-07,Zhenjiang,Wellington,32.2167,119.4072,-41.2833,174.7667,CHN,NZL
6069,1816,2.9384830694069086e-07,Zhenjiang,Nelson(NZL),32.2167,119.4072,-41.2667,173.3167,CHN,NZL
6069,2957,2.914050769652363e-07,Zhenjiang,Qinhuangdao,32.2167,119.4072,39.9317,119.6411,CHN,CHN
6069,3983,2.9121347956013314e-07,Zhenjiang,Dalian,32.2167,119.4072,38.9248,121.6514,CHN,CHN
6069,1139,2.7707995542019757e-07,Zhenjiang,Hiroshima,32.2167,119.4072,34.3603,132.435,CHN,JPN
6069,957,2.663123767520214e-07,Zhenjiang,Onomichi,32.2167,119.4072,34.4,133.1833,CHN,JPN
6069,8115,2.508009876053526e-07,Zhenjiang,Dongguan,32.2167,119.4072,23.05,113.7167,CHN,CHN
6069,4128,2.4977557661390205e-07,Zhenjiang,Shikama,32.2167,119.4072,34.7833,134.6667,CHN,JPN
6069,8140,2.3419900409320817e-07,Zhenjiang,Yangjiang,32.2167,119.4072,21.85,111.9333,CHN,CHN
6069,2151,2.1476307194104833e-07,Zhenjiang,Kobe,32.2167,119.4072,34.6886,135.2022,CHN,JPN
6069,8,1.9119902006906406e-07,Zhenjiang,Jiangmen,32.2167,119.4072,22.6667,113.0833,CHN,CHN
6069,3923,1.8712540527923544e-07,Zhenjiang,Zhanjiang,32.2167,119.4072,21.1811,110.4033,CHN,CHN
6069,5172,1.8360605065394888e-07,Zhenjiang,Sakai,32.2167,119.4072,34.4847,135.3897,CHN,JPN
6069,5586,1.7308817678991545e-07,Zhenjiang,Mokpo,32.2167,119.4072,34.7828,126.3847,CHN,KOR
6069,4240,1.6978418083059238e-07,Zhenjiang,Kashima,32.2167,119.4072,35.9217,140.6773,CHN,JPN
6069,4404,1.6925735064178897e-07,Zhenjiang,Gunsan,32.2167,119.4072,35.9753,126.6264,CHN,KOR
6069,8640,1.626885203987094e-07,Zhenjiang,Nansha,32.2167,119.4072,22.7714,113.6081,CHN,CHN
6069,4303,1.5892940681364058e-07,Zhenjiang,Incheon,32.2167,119.4072,37.465,126.6267,CHN,KOR
6069,5493,1.5776111262531497e-07,Zhenjiang,Osaka,32.2167,119.4072,34.6394,135.4173,CHN,JPN
6069,3191,1.3909809074854684e-07,Zhenjiang,Iwakuni,32.2167,119.4072,34.1761,132.2383,CHN,JPN
